true_label,pred_label,confidence
Walk,Bus,0.35289597511291504
Bus,Car & taxi,0.5902796983718872
Car & taxi,Subway,0.5209739804267883
Bike,Walk,0.7554125785827637
Bike,Walk,0.8133155107498169
Bus,Car & taxi,0.595035970211029
Bus,Walk,0.874660849571228
Train,Walk,0.5800939798355103
Bike,Bus,0.4764656126499176
Bus,Bike,0.5229751467704773
Car & taxi,Bus,0.384786456823349
Bike,Bus,0.5469346642494202
Bike,Bus,0.45259755849838257
Subway,Walk,0.35054218769073486
Car & taxi,Walk,0.5418170690536499
Car & taxi,Walk,0.46162810921669006
Bike,Walk,0.8445845246315002
Subway,Bus,0.7388039231300354
Train,Car & taxi,0.8069672584533691
Bus,Walk,0.3992087244987488
Bike,Walk,0.49965864419937134
Bike,Walk,0.4643334448337555
Car & taxi,Walk,0.4557766616344452
Walk,Bike,0.40902265906333923
Bus,Walk,0.3880024254322052
Bike,Bus,0.5974637269973755
Car & taxi,Walk,0.7110500335693359
Bike,Walk,0.6462478041648865
Walk,Bike,0.5017824769020081
Bike,Walk,0.9452996253967285
