true_label,pred_label,confidence
Walk,Car & taxi,0.46436119079589844
Subway,Walk,0.7051117420196533
Bike,Walk,0.3079911768436432
Subway,Bus,0.37566566467285156
Train,Bike,0.4709821343421936
Car & taxi,Bus,0.8174026608467102
Bus,Walk,0.8530622124671936
Bus,Walk,0.8763755559921265
Bike,Walk,0.7587999701499939
Bus,Bike,0.41651859879493713
Car & taxi,Bus,0.40082553029060364
Car & taxi,Walk,0.46053361892700195
Bus,Walk,0.8064026832580566
Car & taxi,Bus,0.4608064889907837
Car & taxi,Walk,0.6407182812690735
Bike,Walk,0.36443623900413513
Car & taxi,Bike,0.6116709113121033
Car & taxi,Bus,0.34103307127952576
Car & taxi,Bike,0.45871031284332275
Bus,Car & taxi,0.2959495782852173
Subway,Walk,0.741790235042572
Bus,Walk,0.5753169655799866
Bus,Car & taxi,0.5189914107322693
Subway,Bike,0.4313146770000458
Car & taxi,Walk,0.926113486289978
Car & taxi,Bus,0.5450999736785889
Bus,Walk,0.25426268577575684
Airplane,Walk,0.644164502620697
Train,Car & taxi,0.6905436515808105
Train,Subway,0.30158960819244385
Car & taxi,Bus,0.4866499602794647
Bike,Walk,0.7818505764007568
Bus,Walk,0.7110044956207275
Bike,Walk,0.6585558652877808
Bike,Walk,0.8060128688812256
Bike,Walk,0.4192764461040497
Walk,Car & taxi,0.24617525935173035
Bike,Walk,0.495174765586853
Airplane,Subway,0.31052491068840027
Bus,Walk,0.5618175864219666
Walk,Bus,0.4121341109275818
Bike,Walk,0.6048843860626221
Car & taxi,Bus,0.4289223253726959
Bike,Walk,0.8756915330886841
Car & taxi,Walk,0.45671314001083374
Walk,Bike,0.3389071524143219
Bus,Bike,0.4427449107170105
Subway,Car & taxi,0.4827457368373871
Walk,Bike,0.47216546535491943
Car & taxi,Bike,0.39385008811950684
Walk,Bike,0.5297710299491882
Bus,Walk,0.6869694590568542
Bike,Walk,0.35549479722976685
Bike,Walk,0.8008886575698853
Walk,Bike,0.38861513137817383
Bus,Car & taxi,0.5426565408706665
Train,Walk,0.246925488114357
Walk,Car & taxi,0.548323392868042
Walk,Bike,0.6028989553451538
Bike,Bus,0.7778429388999939
Subway,Car & taxi,0.49533411860466003
Subway,Bike,0.6101235151290894
Bus,Walk,0.6726581454277039
Train,Car & taxi,0.38618412613868713
Train,Car & taxi,0.4186856746673584
Subway,Bike,0.4585971534252167
Car & taxi,Walk,0.722832977771759
Car & taxi,Bike,0.5940871238708496
Car & taxi,Bus,0.698523223400116
Bus,Car & taxi,0.5823656320571899
Bike,Walk,0.8458573222160339
Car & taxi,Walk,0.5542815327644348
Bus,Walk,0.3322874903678894
Bike,Bus,0.4235479533672333
Car & taxi,Bus,0.5711902379989624
Car & taxi,Walk,0.6868944764137268
Car & taxi,Bike,0.33994194865226746
Bike,Car & taxi,0.29988256096839905
Bike,Walk,0.6886160969734192
Subway,Car & taxi,0.39561328291893005
Bike,Walk,0.7165724039077759
Bike,Bus,0.4505934417247772
Bike,Walk,0.676054835319519
Car & taxi,Walk,0.7862328290939331
Subway,Walk,0.311534583568573
Bike,Walk,0.7868688106536865
Car & taxi,Bus,0.569248378276825
Car & taxi,Bus,0.683914840221405
Bus,Walk,0.44353538751602173
Bike,Bus,0.391198068857193
Bike,Car & taxi,0.7519041895866394
Walk,Car & taxi,0.316638320684433
Subway,Bus,0.3779810965061188
Car & taxi,Bus,0.5093523263931274
Bus,Subway,0.22067193686962128
Bus,Car & taxi,0.5964156985282898
Car & taxi,Bus,0.6407542824745178
Car & taxi,Bus,0.6581094861030579
Car & taxi,Walk,0.5138819813728333
Bike,Walk,0.8208221793174744
Car & taxi,Bus,0.6368327736854553
Bike,Bus,0.7001376152038574
Car & taxi,Bus,0.8816465139389038
Car & taxi,Bus,0.41767677664756775
Car & taxi,Bus,0.37347710132598877
Car & taxi,Bus,0.6323792338371277
Car & taxi,Bike,0.4448740482330322
Bike,Walk,0.8846738338470459
Bus,Walk,0.6872456669807434
Subway,Car & taxi,0.4503001868724823
Train,Walk,0.33794650435447693
Walk,Car & taxi,0.3587122857570648
Bike,Walk,0.517680823802948
Bus,Bike,0.5130574703216553
Bike,Walk,0.817188560962677
Car & taxi,Bus,0.6559085845947266
Car & taxi,Bus,0.3142405152320862
Bike,Walk,0.6402513384819031
Bike,Walk,0.7969980239868164
Car & taxi,Bus,0.342822790145874
Bus,Subway,0.3081488013267517
Train,Walk,0.7733957767486572
Walk,Bike,0.5392250418663025
Subway,Bus,0.5005237460136414
Car & taxi,Walk,0.6005117297172546
Bus,Subway,0.2511753737926483
Bus,Walk,0.41293656826019287
Bus,Walk,0.39417165517807007
Subway,Walk,0.9279783964157104
Subway,Walk,0.6821727752685547
Car & taxi,Bus,0.595970869064331
Bike,Walk,0.4430481493473053
Subway,Car & taxi,0.3897651433944702
Subway,Bus,0.34432846307754517
Train,Car & taxi,0.26865118741989136
Bike,Walk,0.6785117387771606
Bus,Car & taxi,0.5873964428901672
Car & taxi,Walk,0.437866747379303
Car & taxi,Bus,0.6844306588172913
Walk,Bike,0.5435105562210083
Walk,Bike,0.6042323112487793
Bus,Bike,0.7766411900520325
Car & taxi,Bus,0.7949447631835938
Subway,Walk,0.5922574400901794
Car & taxi,Bus,0.4961945116519928
Car & taxi,Bus,0.609930157661438
Subway,Bike,0.48839977383613586
Subway,Walk,0.30248314142227173
Bus,Bike,0.684736967086792
Subway,Walk,0.5509560704231262
Bus,Walk,0.5655089020729065
Walk,Bike,0.48693904280662537
Walk,Bike,0.5124449729919434
Bike,Bus,0.5876327157020569
Car & taxi,Bus,0.8066218495368958
Car & taxi,Bike,0.39061424136161804
Bike,Walk,0.4954308271408081
Bus,Subway,0.32200944423675537
Bike,Walk,0.8917461633682251
Car & taxi,Walk,0.415126770734787
Bike,Walk,0.6086751222610474
Bike,Car & taxi,0.6842628717422485
Car & taxi,Subway,0.34843865036964417
Walk,Bike,0.3302382230758667
Bike,Walk,0.7122597694396973
Bike,Bus,0.5939820408821106
Bus,Walk,0.7400447726249695
Walk,Bike,0.48693904280662537
Car & taxi,Walk,0.7533608675003052
Bike,Walk,0.5851824283599854
Walk,Bike,0.3407818078994751
Car & taxi,Bus,0.3516375422477722
Bike,Walk,0.6089010238647461
Walk,Bus,0.4680098295211792
Bike,Car & taxi,0.3653261363506317
Car & taxi,Subway,0.2616034150123596
Bike,Walk,0.3443812429904938
Car & taxi,Walk,0.3269821107387543
Bike,Walk,0.9586828351020813
Car & taxi,Bus,0.6956109404563904
Bus,Bike,0.36932632327079773
Subway,Walk,0.4746868312358856
Subway,Walk,0.5268855690956116
Bike,Walk,0.3100329041481018
Bike,Car & taxi,0.2531839907169342
Subway,Walk,0.5246127247810364
Bus,Walk,0.589505672454834
Subway,Bike,0.34760159254074097
Bus,Subway,0.3191901445388794
Walk,Bus,0.32918021082878113
Bike,Bus,0.6123171448707581
Walk,Bike,0.6952060461044312
Car & taxi,Bus,0.40774157643318176
Bike,Walk,0.4652741253376007
Bus,Walk,0.6048834323883057
Subway,Walk,0.2779732942581177
Bike,Walk,0.372286856174469
Subway,Bus,0.44401493668556213
Walk,Bus,0.4144068658351898
Bike,Subway,0.2962321639060974
Bike,Walk,0.668598473072052
Subway,Walk,0.24223142862319946
Train,Bike,0.2143753618001938
Bus,Car & taxi,0.32393085956573486
Bike,Walk,0.4017772376537323
Subway,Bus,0.736495316028595
Bike,Walk,0.8057653307914734
Bus,Walk,0.7959445714950562
Subway,Bus,0.46773773431777954
Subway,Bike,0.6262176632881165
Car & taxi,Bus,0.7841113209724426
Bike,Walk,0.8645981550216675
Bike,Walk,0.5834351778030396
Bus,Walk,0.47880837321281433
Subway,Bus,0.5095852613449097
Subway,Bike,0.6136695742607117
Train,Car & taxi,0.22059576213359833
Bus,Walk,0.7650355100631714
Bus,Walk,0.9471933841705322
Subway,Walk,0.840938925743103
Bike,Walk,0.7972548007965088
Bike,Walk,0.5989812016487122
Subway,Car & taxi,0.3626932203769684
Bike,Walk,0.8337618708610535
Bike,Walk,0.4124510586261749
Bus,Walk,0.6753434538841248
Walk,Bike,0.49480631947517395
Train,Bus,0.5332086086273193
Bus,Walk,0.37460213899612427
Bus,Walk,0.6941385865211487
Bus,Walk,0.40103498101234436
Bike,Bus,0.6320790648460388
Bus,Walk,0.5557619333267212
Car & taxi,Walk,0.5771054029464722
Bike,Walk,0.6422577500343323
Subway,Walk,0.44367456436157227
Train,Walk,0.4691815674304962
Subway,Car & taxi,0.2941487431526184
Car & taxi,Bus,0.8331233859062195
Bike,Walk,0.6205940246582031
Bus,Car & taxi,0.49045661091804504
Bus,Bike,0.6437010169029236
Subway,Car & taxi,0.4660790264606476
Bus,Walk,0.2896561026573181
Subway,Bus,0.5955666303634644
Bike,Walk,0.7480572462081909
Car & taxi,Walk,0.7128129601478577
Subway,Bus,0.4590907394886017
Car & taxi,Subway,0.35189491510391235
Bike,Walk,0.5300875306129456
Train,Car & taxi,0.6422613859176636
Bike,Walk,0.553241491317749
Subway,Car & taxi,0.3579367995262146
Car & taxi,Bus,0.6279633045196533
Bike,Walk,0.6886160969734192
Walk,Car & taxi,0.4872027337551117
Bike,Walk,0.6446528434753418
Subway,Bus,0.5276880860328674
Car & taxi,Walk,0.37437009811401367
Car & taxi,Walk,0.23257020115852356
Car & taxi,Walk,0.6840240955352783
Bus,Bike,0.48492467403411865
Bike,Walk,0.7691521048545837
Subway,Bus,0.3492041230201721
Bike,Walk,0.4515324532985687
Bus,Car & taxi,0.6398890018463135
Car & taxi,Bus,0.7470253705978394
Car & taxi,Bus,0.6537395119667053
Bike,Walk,0.5645855665206909
Walk,Bike,0.682529091835022
Bus,Walk,0.6341514587402344
Bus,Car & taxi,0.4595276713371277
Bus,Walk,0.8069925308227539
Bus,Car & taxi,0.6554486155509949
Bus,Walk,0.24677370488643646
Subway,Bike,0.4675019383430481
Car & taxi,Bus,0.7075353264808655
Subway,Walk,0.39899399876594543
Bus,Car & taxi,0.484764039516449
Bike,Bus,0.2744756042957306
Car & taxi,Bus,0.38997069001197815
Subway,Walk,0.3816080093383789
Walk,Bike,0.5205717086791992
Subway,Bus,0.34778714179992676
Bus,Walk,0.5010473728179932
Walk,Bus,0.44650495052337646
Bike,Walk,0.3406949043273926
Bus,Walk,0.4886575937271118
Bike,Walk,0.6743834018707275
Bike,Bus,0.32337862253189087
Bus,Bike,0.31084513664245605
Bike,Walk,0.9036393761634827
Subway,Bus,0.4632171094417572
Walk,Bike,0.5666279792785645
Bike,Bus,0.658359706401825
Bike,Walk,0.6089010238647461
Walk,Bike,0.38905638456344604
Car & taxi,Bus,0.5613877177238464
Bike,Bus,0.530002236366272
Car & taxi,Bus,0.3146871030330658
Bike,Walk,0.42689186334609985
Walk,Bus,0.41824305057525635
Car & taxi,Walk,0.6888018846511841
Car & taxi,Walk,0.3091534376144409
Subway,Car & taxi,0.5023947358131409
Bus,Bike,0.5952260494232178
Train,Walk,0.8944734334945679
Car & taxi,Walk,0.8949999213218689
Bus,Bike,0.5050126314163208
Car & taxi,Bus,0.4303857982158661
Bike,Bus,0.4838882386684418
Car & taxi,Walk,0.40642228722572327
Walk,Bike,0.5742051601409912
Bus,Bike,0.545274019241333
Bus,Car & taxi,0.3607507646083832
Bus,Bike,0.7708519697189331
Train,Car & taxi,0.3408433794975281
Bike,Bus,0.4989243745803833
Bus,Walk,0.671212911605835
Bike,Walk,0.5440599322319031
Walk,Car & taxi,0.548323392868042
Walk,Bike,0.6103348135948181
Car & taxi,Walk,0.37638476490974426
Car & taxi,Walk,0.771244466304779
Bus,Walk,0.6667036414146423
Car & taxi,Walk,0.487873375415802
Car & taxi,Walk,0.42721259593963623
Car & taxi,Bus,0.8748407959938049
Subway,Bus,0.552149772644043
Car & taxi,Bus,0.8231340646743774
Subway,Car & taxi,0.6401197910308838
Walk,Bike,0.48101890087127686
Bike,Walk,0.5652874708175659
Bus,Car & taxi,0.4924864172935486
Car & taxi,Bike,0.6910111308097839
Bike,Walk,0.8619530200958252
Bus,Bike,0.2829540967941284
Bus,Bike,0.6038510203361511
Bus,Walk,0.8489115834236145
Subway,Car & taxi,0.6200244426727295
Walk,Car & taxi,0.42736393213272095
Walk,Bus,0.6951106786727905
Walk,Bike,0.5577273368835449
Subway,Car & taxi,0.5213847756385803
Car & taxi,Bus,0.7271548509597778
Walk,Bike,0.5097055435180664
Car & taxi,Walk,0.7912622094154358
Subway,Bus,0.3870052397251129
Bus,Car & taxi,0.4761202335357666
Train,Walk,0.7843425869941711
Subway,Bike,0.6608125567436218
Walk,Bike,0.43639808893203735
Bus,Walk,0.5148340463638306
Car & taxi,Walk,0.5133836269378662
Bus,Walk,0.36510026454925537
Bus,Car & taxi,0.7853937745094299
Train,Car & taxi,0.4752661883831024
Bike,Walk,0.6175981163978577
Bus,Car & taxi,0.6755779981613159
Bus,Car & taxi,0.32694172859191895
Bike,Walk,0.6209895014762878
Bus,Walk,0.7117733359336853
Subway,Car & taxi,0.6363836526870728
Bike,Walk,0.47132402658462524
Car & taxi,Bus,0.8454346656799316
Walk,Bike,0.6885513663291931
Car & taxi,Bus,0.692863941192627
Car & taxi,Walk,0.5215454697608948
Car & taxi,Bus,0.5759907364845276
Bike,Car & taxi,0.3645710051059723
Car & taxi,Bus,0.797540009021759
Bus,Walk,0.4016142189502716
Bus,Bike,0.39952442049980164
Bike,Walk,0.4102783203125
Bike,Walk,0.5815823674201965
Bike,Walk,0.8147697448730469
Car & taxi,Walk,0.6491937637329102
Subway,Bike,0.3123747706413269
Car & taxi,Bus,0.7013216018676758
Subway,Car & taxi,0.3791627585887909
Car & taxi,Bike,0.5939818024635315
Car & taxi,Walk,0.3718998432159424
Bike,Walk,0.6313472986221313
Bus,Car & taxi,0.6336979269981384
Bike,Bus,0.4288454055786133
Subway,Bus,0.552747368812561
Walk,Bike,0.4856840670108795
Bus,Subway,0.25146225094795227
Subway,Bike,0.7999669909477234
Car & taxi,Walk,0.5513069033622742
Subway,Bike,0.3936375379562378
Car & taxi,Walk,0.28248298168182373
Subway,Walk,0.29004040360450745
Bus,Bike,0.3883330523967743
Car & taxi,Bus,0.32706576585769653
Walk,Bike,0.6979439854621887
Bike,Walk,0.6633495092391968
Bike,Walk,0.7418026924133301
Car & taxi,Bike,0.42742788791656494
Bike,Walk,0.8670628666877747
Bike,Bus,0.6739152669906616
Subway,Bus,0.43824175000190735
Bike,Bus,0.45087021589279175
Bike,Walk,0.921737015247345
Bike,Walk,0.7731227278709412
Bike,Walk,0.9102736115455627
Bus,Walk,0.5572723150253296
Train,Walk,0.2538893520832062
Walk,Car & taxi,0.30674946308135986
Bike,Walk,0.758285403251648
Car & taxi,Bus,0.5267846584320068
Bike,Walk,0.34450989961624146
Subway,Walk,0.49876323342323303
Car & taxi,Bike,0.46568357944488525
Car & taxi,Walk,0.2964739501476288
Bike,Walk,0.39919716119766235
Bike,Walk,0.6039826273918152
Bike,Walk,0.45968934893608093
Train,Walk,0.2806634306907654
Car & taxi,Walk,0.37160807847976685
Bike,Walk,0.3384822905063629
Car & taxi,Walk,0.365469753742218
Bike,Walk,0.35121315717697144
Walk,Bike,0.7189210057258606
Walk,Bike,0.6023627519607544
Car & taxi,Bus,0.7091111540794373
Bike,Walk,0.8912638425827026
Car & taxi,Bike,0.35589784383773804
Bike,Walk,0.7375024557113647
Car & taxi,Walk,0.8576275706291199
Bike,Walk,0.8133886456489563
Subway,Walk,0.6468555331230164
Bus,Car & taxi,0.5571966171264648
