true_label,pred_label,confidence
Bike,Walk,0.40341949462890625
Bus,Walk,0.3320326805114746
Car & taxi,Bus,0.4838933050632477
Bike,Bus,0.6584091186523438
Car & taxi,Bus,0.50721275806427
Bike,Bus,0.2871014475822449
Bike,Car & taxi,0.4536188840866089
Car & taxi,Bike,0.3974395990371704
Bus,Bike,0.4354870319366455
Bike,Bus,0.745500385761261
Train,Subway,0.45395052433013916
Car & taxi,Bus,0.5897469520568848
Walk,Bike,0.7812852263450623
Bus,Walk,0.7195415496826172
Bike,Walk,0.4223780035972595
Walk,Bus,0.3660803437232971
Bus,Walk,0.3865091800689697
Bus,Car & taxi,0.36864444613456726
Bus,Subway,0.8046090006828308
Subway,Walk,0.3447214961051941
Car & taxi,Bus,0.8646692633628845
Bus,Walk,0.5877740383148193
Bus,Walk,0.625995934009552
Car & taxi,Subway,0.5407213568687439
Bike,Car & taxi,0.5155877470970154
Bus,Car & taxi,0.4508795142173767
Subway,Walk,0.7126861214637756
Walk,Subway,0.5443599224090576
Train,Walk,0.30883297324180603
Bus,Walk,0.8178202509880066
Bus,Car & taxi,0.5603386759757996
Bus,Subway,0.43199145793914795
Car & taxi,Bike,0.4675951898097992
Bike,Walk,0.7453615069389343
Bike,Walk,0.8488880395889282
Car & taxi,Bus,0.6747506260871887
Bike,Walk,0.5038595199584961
Car & taxi,Subway,0.44739294052124023
Bus,Car & taxi,0.6823779344558716
Subway,Walk,0.942568838596344
Subway,Walk,0.9310943484306335
Bus,Walk,0.5249283909797668
Bus,Bike,0.7256030440330505
Car & taxi,Subway,0.3628767132759094
Bus,Walk,0.7090197801589966
Car & taxi,Bus,0.8374893069267273
Bus,Car & taxi,0.9079428911209106
Walk,Car & taxi,0.6211757063865662
Walk,Bike,0.5109528303146362
Train,Subway,0.2598477303981781
Car & taxi,Subway,0.3861059546470642
Bus,Subway,0.5898028016090393
Bus,Bike,0.5096206068992615
Bus,Walk,0.9323838353157043
Bus,Walk,0.9002251029014587
Car & taxi,Bus,0.6206833720207214
Car & taxi,Bus,0.38258644938468933
Bus,Walk,0.9725052714347839
Car & taxi,Walk,0.5826485753059387
Bike,Car & taxi,0.8487448692321777
Car & taxi,Bus,0.573228657245636
Bus,Bike,0.6914306282997131
Subway,Walk,0.9628286361694336
Bus,Car & taxi,0.3127545118331909
Bus,Car & taxi,0.6852625608444214
Bus,Car & taxi,0.5441926121711731
Subway,Walk,0.7080825567245483
Car & taxi,Walk,0.9711048007011414
Bike,Bus,0.6966776847839355
Walk,Bike,0.7818366289138794
Airplane,Walk,0.6102810502052307
Car & taxi,Subway,0.48777613043785095
Train,Car & taxi,0.35807010531425476
Train,Subway,0.7006535530090332
Car & taxi,Bus,0.8376344442367554
Walk,Bus,0.5194898247718811
Bus,Car & taxi,0.5873297452926636
Bike,Bus,0.7857819199562073
Bus,Walk,0.28676092624664307
Bus,Bike,0.5321535468101501
Bike,Walk,0.3958182632923126
Airplane,Bus,0.3453618884086609
Bus,Walk,0.37802407145500183
Walk,Bike,0.7770344018936157
Walk,Car & taxi,0.3412799537181854
Bike,Walk,0.7397058606147766
Bike,Walk,0.7678219676017761
Car & taxi,Bike,0.5230932235717773
Walk,Bus,0.42600077390670776
Bus,Car & taxi,0.561224639415741
Walk,Subway,0.39403408765792847
Bike,Bus,0.7979316115379333
Walk,Bike,0.44437408447265625
Walk,Bike,0.5400884747505188
Bike,Bus,0.7842695116996765
Walk,Bus,0.7046303749084473
Bus,Car & taxi,0.6764193773269653
Bike,Bus,0.4545994997024536
Train,Walk,0.2608373165130615
Subway,Bus,0.37972909212112427
Bike,Walk,0.4084966480731964
Bike,Bus,0.5928553342819214
Bike,Car & taxi,0.8031625747680664
Train,Bike,0.6538892388343811
Train,Subway,0.6667400598526001
Subway,Walk,0.32183322310447693
Car & taxi,Bus,0.5946373343467712
Walk,Bus,0.5607364773750305
Car & taxi,Subway,0.4029640853404999
Bus,Car & taxi,0.8412784934043884
Bike,Bus,0.6694931983947754
Bus,Walk,0.7390904426574707
Bike,Walk,0.37224677205085754
Car & taxi,Bus,0.422775536775589
Car & taxi,Bike,0.4601883590221405
Car & taxi,Walk,0.3313089907169342
Bike,Car & taxi,0.6160444021224976
Bike,Bus,0.5442442297935486
Walk,Bus,0.785382091999054
Car & taxi,Bike,0.467578649520874
Bus,Car & taxi,0.4899270236492157
Car & taxi,Bus,0.7963839769363403
Bus,Bike,0.8043068051338196
Bike,Bus,0.7849329113960266
Bus,Walk,0.409615695476532
Bike,Walk,0.4557228088378906
Car & taxi,Subway,0.42481523752212524
Car & taxi,Bus,0.6545472145080566
Walk,Bike,0.7767268419265747
Bike,Bus,0.5574244260787964
Car & taxi,Bus,0.5553888082504272
Car & taxi,Bus,0.5124213099479675
Car & taxi,Bus,0.783512532711029
Car & taxi,Bus,0.550076425075531
Car & taxi,Bus,0.650048553943634
Bus,Bike,0.6781104207038879
Car & taxi,Bike,0.6758283972740173
Train,Subway,0.256638765335083
Walk,Subway,0.7506812214851379
Bike,Walk,0.5715389251708984
Car & taxi,Bus,0.24392470717430115
Car & taxi,Bus,0.29731231927871704
Car & taxi,Bus,0.7811403870582581
Bus,Car & taxi,0.5398814082145691
Train,Walk,0.6682116389274597
Car & taxi,Walk,0.44643089175224304
Bus,Car & taxi,0.40242940187454224
Walk,Car & taxi,0.2203807681798935
Walk,Bus,0.6012929081916809
Subway,Car & taxi,0.3317880928516388
Bike,Bus,0.5094712376594543
Subway,Walk,0.5057419538497925
Car & taxi,Bus,0.7162099480628967
Bike,Car & taxi,0.46361979842185974
Walk,Bike,0.698544979095459
Train,Subway,0.4554116129875183
Walk,Bike,0.8261584639549255
Bike,Bus,0.5963708758354187
Bike,Bus,0.687660276889801
Car & taxi,Bus,0.5040475726127625
Walk,Bus,0.5508140921592712
Car & taxi,Subway,0.4809945821762085
Bus,Subway,0.4370388388633728
Car & taxi,Bus,0.9038518071174622
Car & taxi,Bus,0.5389272570610046
Bike,Bus,0.4696005582809448
Bus,Walk,0.5958881378173828
Car & taxi,Bike,0.6505837440490723
Walk,Bus,0.36404481530189514
Bike,Bus,0.37496092915534973
Car & taxi,Bus,0.7458977103233337
Car & taxi,Walk,0.6356064081192017
Bus,Car & taxi,0.6217972040176392
Bike,Walk,0.5084657669067383
Bike,Bus,0.8206429481506348
Bike,Car & taxi,0.5396054983139038
Bike,Walk,0.8101403713226318
Walk,Bike,0.5455073714256287
Bike,Car & taxi,0.46840500831604004
Bus,Walk,0.7149226069450378
Car & taxi,Subway,0.5699911713600159
Car & taxi,Bike,0.6383898258209229
Bike,Walk,0.8543332815170288
Car & taxi,Bus,0.6190254092216492
Bike,Walk,0.7997952103614807
Bike,Bus,0.35910865664482117
Bike,Car & taxi,0.7856919169425964
Car & taxi,Bus,0.6646202206611633
Bus,Bike,0.48825588822364807
Subway,Walk,0.4694390892982483
Bike,Walk,0.9041585922241211
Bike,Car & taxi,0.5783390402793884
Subway,Walk,0.9010801315307617
Bike,Bus,0.54973965883255
Walk,Bike,0.49421584606170654
Subway,Walk,0.5899614095687866
Bike,Car & taxi,0.4686858654022217
Walk,Bike,0.3864973485469818
Bike,Walk,0.5025025010108948
Train,Subway,0.4918830394744873
Bus,Subway,0.7001034617424011
Bike,Walk,0.6206390261650085
Bike,Walk,0.8270191550254822
Car & taxi,Bus,0.5479961037635803
Subway,Bike,0.4896785020828247
Car & taxi,Subway,0.38437870144844055
Train,Subway,0.42688053846359253
Bus,Bike,0.5719715356826782
Bus,Walk,0.9230886697769165
Subway,Walk,0.38668590784072876
Bike,Bus,0.5336299538612366
Walk,Bike,0.6139402985572815
Bus,Car & taxi,0.3288915157318115
Train,Subway,0.4759807288646698
Bus,Walk,0.8177374005317688
Bus,Car & taxi,0.2563662827014923
Bike,Walk,0.43939679861068726
Train,Subway,0.5676934719085693
Subway,Walk,0.3148043155670166
Car & taxi,Bus,0.916154682636261
Bike,Walk,0.8547240495681763
Bus,Bike,0.7863136529922485
Walk,Bus,0.7629343867301941
Bike,Bus,0.5211198329925537
Car & taxi,Bike,0.600297212600708
Bike,Bus,0.5949798822402954
Train,Subway,0.39297184348106384
Subway,Car & taxi,0.24487006664276123
Walk,Bus,0.6535553932189941
Car & taxi,Bus,0.6834460496902466
Walk,Subway,0.23080973327159882
Bike,Walk,0.8524553179740906
Car & taxi,Subway,0.24461053311824799
Walk,Bike,0.7700233459472656
Car & taxi,Bus,0.8399040699005127
Car & taxi,Walk,0.5694719552993774
Bike,Walk,0.8837765455245972
Bus,Car & taxi,0.4070677161216736
Car & taxi,Bus,0.6280376315116882
Bus,Walk,0.7600030303001404
Bus,Car & taxi,0.9195592999458313
Bus,Walk,0.9568527936935425
Bus,Car & taxi,0.7940860390663147
Bike,Car & taxi,0.603026807308197
Bus,Car & taxi,0.824387788772583
Bike,Bus,0.5581703186035156
Bus,Bike,0.3956599831581116
Bus,Bike,0.73952716588974
Bike,Walk,0.8973677158355713
Bus,Car & taxi,0.7419726252555847
Car & taxi,Bus,0.8341114521026611
Bike,Bus,0.4749036729335785
Walk,Bike,0.5154097080230713
Walk,Bike,0.42290836572647095
Bus,Bike,0.6845387816429138
Car & taxi,Subway,0.42840224504470825
Bike,Walk,0.4934439957141876
Car & taxi,Bus,0.2337847352027893
Bike,Walk,0.2543141543865204
Car & taxi,Bike,0.5152721405029297
Bus,Bike,0.41465994715690613
Train,Walk,0.7500200271606445
Car & taxi,Walk,0.8796281218528748
Bus,Car & taxi,0.5179334282875061
Walk,Bus,0.7660545110702515
Car & taxi,Bus,0.8125771880149841
Bus,Bike,0.4748346209526062
Bike,Car & taxi,0.5523023009300232
Bus,Car & taxi,0.4970478415489197
Walk,Bike,0.8865067958831787
Bus,Car & taxi,0.7246269583702087
Bus,Subway,0.36775416135787964
Walk,Bus,0.6753060817718506
Train,Subway,0.41964295506477356
Car & taxi,Bus,0.5746297836303711
Car & taxi,Bike,0.7305423617362976
Car & taxi,Subway,0.3543888330459595
Bus,Car & taxi,0.8265222311019897
Car & taxi,Bus,0.43496057391166687
Car & taxi,Bus,0.7271780371665955
Car & taxi,Bus,0.6970475912094116
Walk,Subway,0.4286513030529022
Car & taxi,Subway,0.41430798172950745
Bike,Walk,0.6101389527320862
Bus,Subway,0.3756098449230194
Bus,Walk,0.6719719767570496
Subway,Car & taxi,0.6511804461479187
Walk,Bus,0.48798269033432007
Walk,Bike,0.7836748957633972
Walk,Bike,0.6252373456954956
Walk,Bike,0.6209200024604797
Bus,Walk,0.6590254306793213
Walk,Bike,0.8683381080627441
Bike,Car & taxi,0.4404790997505188
Car & taxi,Bike,0.5384455323219299
Bus,Car & taxi,0.9383715391159058
Train,Walk,0.20480741560459137
Car & taxi,Walk,0.8499508500099182
Bus,Car & taxi,0.8106099963188171
Train,Subway,0.4080090820789337
Bus,Subway,0.5561233162879944
Bus,Car & taxi,0.5299957990646362
Subway,Bus,0.38100358843803406
Bus,Walk,0.47037532925605774
Bike,Walk,0.9359360933303833
Bus,Walk,0.6608758568763733
Walk,Bus,0.4442235827445984
Bike,Walk,0.6892762184143066
Subway,Car & taxi,0.5112107992172241
Bike,Car & taxi,0.6001952290534973
Car & taxi,Bus,0.7174338102340698
Car & taxi,Bus,0.31388163566589355
Car & taxi,Bus,0.5005070567131042
Bike,Car & taxi,0.6062526702880859
Car & taxi,Bus,0.897240161895752
Bike,Walk,0.9046623110771179
Bike,Walk,0.5279156565666199
Car & taxi,Bus,0.625354528427124
Bus,Walk,0.556216299533844
Car & taxi,Bus,0.3763776123523712
Walk,Bike,0.5626115202903748
Car & taxi,Bus,0.8227208256721497
Subway,Walk,0.2736397385597229
Bus,Car & taxi,0.9402234554290771
Bike,Bus,0.6648346185684204
Walk,Bike,0.46455273032188416
Bike,Bus,0.8511214852333069
Car & taxi,Bus,0.6413336992263794
Car & taxi,Walk,0.9312089681625366
Bus,Car & taxi,0.5248351693153381
Walk,Bike,0.9043117165565491
Car & taxi,Bus,0.6363134384155273
Bus,Car & taxi,0.678099513053894
Walk,Subway,0.32517769932746887
Bus,Subway,0.31586235761642456
Bus,Walk,0.3870602548122406
Bike,Walk,0.6502390503883362
Car & taxi,Bike,0.4532812237739563
Subway,Bus,0.4471699297428131
Bike,Walk,0.9272940754890442
Bike,Bus,0.47074949741363525
Bike,Walk,0.5901975631713867
Train,Subway,0.5693755149841309
Walk,Subway,0.4011584222316742
Bike,Bus,0.8562350869178772
Bus,Bike,0.5686450004577637
Car & taxi,Bus,0.8453888893127441
Bus,Walk,0.42620110511779785
Subway,Bus,0.46975550055503845
Walk,Bike,0.645155131816864
Car & taxi,Bus,0.6432540416717529
Bike,Bus,0.6776759624481201
Train,Subway,0.260481595993042
Bus,Bike,0.6679703593254089
Car & taxi,Subway,0.4894929528236389
Bike,Walk,0.4600091874599457
Car & taxi,Bus,0.6004273891448975
Bike,Walk,0.5146859884262085
Car & taxi,Walk,0.930290699005127
Bike,Walk,0.9015458226203918
Walk,Bike,0.4408341348171234
Bus,Bike,0.42958417534828186
Bike,Walk,0.9821805953979492
